3_5	4	holds	0.6789487710002504
3_6	4	holds	0.5772881859998051
3_7	4	holds	0.5655970499997238
3_8	4	holds	0.6254028220000691
3_9	4	holds	0.604274341999826
4_1	4	holds	0.5660372349998397
4_2	4	holds	0.5578648850000718
4_3	4	holds	0.6247961519998171
4_4	4	holds	0.580436834000011
4_5	4	holds	0.544643945000189
4_6	4	holds	0.6107099109999581
4_7	4	holds	0.5632578149998153
4_8	4	holds	0.6221001750000141
4_9	4	holds	0.554319944999861
5_1	4	holds	0.5804502630003299
5_2	4	holds	0.5449040570001671
5_3	4	holds	0.5622637789997498
5_4	4	holds	0.5997003309998945
5_5	4	holds	0.6035810719999972
5_6	4	holds	0.5662786510001752
5_7	4	holds	0.5372130199998537
5_8	4	holds	0.5712843749997774
5_9	4	holds	0.54370307399995
1_1	5	holds	1.5234227890000511
1_1	6	holds	5.243353473999832
1_9	7	violated	0.7887507830000686
2_9	8	violated	0.68229071199994
3_3	9	holds	3.115485338000326
4_5	10	holds	1.0181782939998811
